index,label,ood_score,rf_u_0.0,rf_u_1.0,rf_u_2.0,ul_ta_tier_0,ul_ta_tier_1,ul_ta_tier_2,ul_ta_tier_3,is_detached,ta_attach_diverge,impossible_state,time,cc,rsrp,cfo,dl_mcs_ns,dl_snr,dl_turbo,dl_brate_ue,dl_bler,ul_mcs_ns,ul_buff,ul_brate_ue,ul_bler,rf_o,rf_l,nof_ue,dl_brate_bs,ul_brate_bs,num_ues,IMSI,RNTI,slicing_enabled,slice_id,slice_prb,power_multiplier,scheduling_policy,dl_mcs_s,dl_n_samples,dl_buffer [bytes],tx_brate downlink [Mbps],tx_pkts downlink,tx_errors downlink (%),dl_cqi,ul_mcs_s,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_rssi,ul_sinr,phr,sum_requested_prbs,sum_granted_prbs,dl_pmi,dl_ri,ul_n,ul_turbo_iters
4241,2,0.33914291858673096,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6983733471656752,0.0,0.24046848097100773,2.8073425691781306,-1.9597169208459608,0.4327777758377691,-0.36891894475425824,-0.8480633883550107,-0.6059099914113932,0.8272343052125063,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
2159,1,0.3391428589820862,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.7149672743054614,0.0,-0.033298010848503416,0.38969068372522414,-3.238446713566573,0.4327777758377691,-0.36891894475425824,-0.8480633883550107,-0.6059099914113932,0.8272343052125063,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
7252,1,0.339142382144928,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6751418491699746,0.0,-0.033298010848503416,0.39293208897938126,-3.238446713566573,0.4327777758377691,-0.36891894475425824,-0.8480633883550107,-0.6059099914113932,0.8272343052125063,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
9246,2,0.3391420543193817,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6585479220301884,0.0,0.24046848097100773,2.782105149939526,-1.9597169208459608,0.4327777758377691,-0.36891894475425824,-0.8480633883550107,-0.6059099914113932,0.8272343052125063,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
1029,2,0.3391413986682892,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.724923630589333,0.0,0.24046848097100773,2.808497556422508,-2.4996250555502195,0.4327777758377691,-0.7284056401767119,-0.8396677685433149,-0.6059099914113932,-1.0301821551320771,0.31465945573919335,-0.2800198552718003,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
18608,2,0.33914101123809814,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.5855346426151293,0.0,0.24046848097100773,2.7819456922494528,-1.9597169208459608,0.4327777758377691,-0.36891894475425824,-0.8480633883550107,-0.6059099914113932,0.8272343052125063,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
18443,1,0.33914095163345337,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.5871940353291079,0.0,-0.033298010848503416,0.3961734942335384,-3.238446713566573,0.4327777758377691,-0.36891894475425824,-0.8480633883550107,-0.6059099914113932,1.2915884202986523,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
19301,2,0.33914074301719666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.5805564644731935,0.0,0.24046848097100773,2.764787057465557,-1.9597169208459608,0.4327777758377691,-0.36891894475425824,-0.8480633883550107,-0.6059099914113932,0.8272343052125063,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
5424,1,0.3391397297382355,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6900763835957822,0.0,0.24046848097100773,0.38806998109814556,-3.238446713566573,0.4327777758377691,-0.36891894475425824,-0.8480633883550107,-0.6059099914113932,0.8272343052125063,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
1538,0,0.3391396999359131,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.7199454524473972,0.0,1.3355344482490523,0.4642430045708389,-2.5564574907822464,1.8127499125201956,-0.36891894475425824,-0.8415079043924537,-0.6059099914113932,0.8272343052125063,-0.1789177132770833,0.19187274207107902,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
9973,1,0.3391391634941101,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6535697438882526,0.0,0.24046848097100773,0.39455279160645984,-3.238446713566573,0.4327777758377691,-0.36891894475425824,-0.8480633883550107,-0.6059099914113932,1.2915884202986523,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
3249,2,0.3391377627849579,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.7066703107355683,0.0,1.0617679564295412,1.2032834025186725,-1.8176358327658928,1.467756878349589,-0.36891894475425824,-0.8480633883550107,-0.6059099914113932,0.8272343052125063,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
3106,2,0.3391377031803131,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.7083297034495468,0.0,1.0617679564295412,1.1951798893832795,-1.8176358327658928,1.467756878349589,-0.36891894475425824,-0.8480633883550107,-0.6059099914113932,0.8272343052125063,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
2926,2,0.33913761377334595,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.7099890961635256,0.0,1.0617679564295412,1.1854556736208082,-1.8176358327658928,1.467756878349589,-0.36891894475425824,-0.8480633883550107,-0.6059099914113932,0.8272343052125063,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
14576,2,0.33913755416870117,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.617063104180723,0.0,-0.5808309944875257,2.255237320091603,-2.528041273166233,-0.25720829250344407,-0.36891894475425824,-0.8480633883550107,-0.6059099914113932,0.8272343052125063,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
