epoch,index,ood_score,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57
9,4655,-0.4534529745578766,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.695054561737718,0.0,0.5142349727905189,2.09443046153036,1.5923102811557408,0.7777708100083757,-0.36891894475425824,2.134796823099015,-0.6059099914113932,0.36288019012636036,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,31.008418664161706,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
9,10411,-0.3782159686088562,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6502509584602953,0.0,-0.3070645026680146,0.6133476462620685,-1.7039709623018382,-0.9471943608446572,-0.3928847244490885,-0.8480633883550107,-0.6059099914113932,0.672449600183791,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,32.55961698388662,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
9,19750,-0.36418768763542175,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.5755782863312577,0.0,0.24046848097100773,-2.3592510597106124,4.149769866596966,0.7777708100083757,8.019103948436326,-0.8480633883550107,-0.6059099914113932,1.2915884202986523,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
9,19690,-0.3641102910041809,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.5772376790452363,0.0,0.24046848097100773,-2.3563841647988184,4.149769866596966,0.7777708100083757,8.019103948436326,-0.8480633883550107,-0.6059099914113932,1.2915884202986523,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
9,2669,-0.36165785789489746,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.711648488877504,0.0,0.5142349727905189,2.099691216878184,1.3081481049956047,0.7777708100083757,-0.36891894475425824,1.214498881548463,-0.6059099914113932,0.36288019012636036,-0.1789177132770833,6.283346538954161,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
9,14029,-0.3567652702331543,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6220412823226589,0.0,0.7880014646100301,-0.15972750685441528,1.8764724573158769,1.1227638441789822,-0.36891894475425824,2.353731657970235,-0.6059099914113932,-0.05503851345117093,-0.1789177132770833,5.7315688556311155,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
9,17596,-0.35644835233688354,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.5938316061850224,0.0,0.24046848097100773,-2.3601411398691887,4.149769866596966,0.4327777758377691,8.019103948436326,-0.8480633883550107,-0.6059099914113932,1.2915884202986523,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
9,16616,-0.3556630611419678,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.600469177040937,0.0,0.24046848097100773,-0.548696137353275,0.4556615765151963,0.7777708100083757,-0.36891894475425824,-0.5183876472549144,-0.6059099914113932,-0.17886627747414313,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
9,11011,-0.35539740324020386,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6452727803183596,0.0,0.5142349727905189,-0.6508004028592258,-1.6755547446858245,0.4327777758377691,-0.36891894475425824,-0.8480633883550107,-0.6059099914113932,0.672449600183791,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,12.394038827462726,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
9,20049,-0.3553433418273926,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.573918893617279,0.0,0.24046848097100773,-0.5519375426074322,0.4556615765151963,0.7777708100083757,-0.36891894475425824,-0.37119050958729766,-0.6059099914113932,0.20809548509764508,-0.1789177132770833,-0.2859396548800443,-0.4902335920243739,0.0,-0.01554773033659214,0.0,0.0,0.0,3.0,20.0,0.0,0.0,-1.0,-38.0,0.0,-1.0,0.9545499999999998,18.0,0.0,0.0030777800000000004,6.0,0.0,2.0,-0.05719999999999992,7.0,0.0,0.013376000000000013,2.0,0.0,0.0,-2.423400000000001,0.0,8.0,15.0,0.0,0.0,0.0,0.0
